row_missing_percentage
0.0
0.0
0.0
0.0
0.0
0.0
21.875
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.125
25.0
0.0
0.0
0.0
0.0
0.0
3.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
28.125
3.125
0.0
6.25
0.0
0.0
0.0
0.0
3.125
0.0
0.0
0.0
0.0
3.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
25.0
0.0
0.0
0.0
0.0
0.0
28.125
0.0
0.0
0.0
3.125
0.0
0.0
28.125
0.0
0.0
0.0
12.5
0.0
21.875
0.0
9.375
28.125
3.125
3.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.25
0.0
0.0
3.125
9.375
3.125
3.125
0.0
0.0
0.0
0.0
28.125
12.5
15.625
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
18.75
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
25.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
18.75
6.25
0.0
0.0
0.0
15.625
0.0
0.0
46.875
0.0
0.0
0.0
0.0
28.125
0.0
3.125
0.0
0.0
0.0
0.0
0.0
0.0
3.125
0.0
0.0
0.0
3.125
0.0
0.0
0.0
0.0
0.0
0.0
56.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
25.0
12.5
18.75
0.0
0.0
0.0
0.0
3.125
0.0
0.0
0.0
0.0
3.125
9.375
0.0
12.5
0.0
0.0
6.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.125
0.0
0.0
0.0
0.0
3.125
28.125
0.0
3.125
0.0
0.0
0.0
0.0
3.125
0.0
3.125
53.125
3.125
0.0
15.625
0.0
0.0
15.625
28.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
28.125
0.0
18.75
0.0
0.0
0.0
15.625
0.0
12.5
0.0
0.0
0.0
6.25
56.25
0.0
6.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.125
0.0
0.0
18.75
0.0
0.0
0.0
0.0
0.0
0.0
6.25
3.125
46.875
0.0
6.25
0.0
0.0
0.0
3.125
21.875
0.0
3.125
6.25
3.125
0.0
0.0
0.0
0.0
15.625
0.0
0.0
0.0
3.125
0.0
0.0
0.0
